区域,名称,地址,均价,建筑年代,户数,楼栋数,链接
长宁,路易凯旋宫,中山公园-内环内,88103元/平,2003-2004年,725户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000018001/
长宁,丽都成品,金桥-中环至外环,58464元/平,2005年,1121户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000012310/
长宁,嘉利明珠城,闸北公园-内环至中环,76573元/平,2005年,2657户,26栋,https://m.lianjia.com/sh/xiaoqu/5011000017087/
长宁,馨宁公寓,华泾-中环至外环,56831元/平,2011年,4562户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000005330/
长宁,佳泰花园,黄兴公园-内环至中环,67211元/平,2000-2001年,994户,79栋,https://m.lianjia.com/sh/xiaoqu/5011000013012/
长宁,中房公寓,江桥-外环外,40943元/平,2005-2007年,2274户,91栋,https://m.lianjia.com/sh/xiaoqu/5011000013628/
长宁,夏朵园,老闵行-外环外,32535元/平,2006-2008年,3335户,174栋,https://m.lianjia.com/sh/xiaoqu/5011000017935/
长宁,水岸金桥苑,江桥-外环外,41369元/平,2008年,3132户,83栋,https://m.lianjia.com/sh/xiaoqu/5011000012632/
长宁,明日星城(一期),董家渡-内环内,89565元/平,2000-2011年,1369户,19栋,https://m.lianjia.com/sh/xiaoqu/5011000016976/
长宁,春申府邸,莘庄-外环外,48374元/平,2007年,779户,41栋,https://m.lianjia.com/sh/xiaoqu/5011000012320/
长宁,桃浦七村雪松苑,桃浦-外环外,37370元/平,1995年,4364户,188栋,https://m.lianjia.com/sh/xiaoqu/5011000017242/
长宁,万科金色领域,菊园新区-外环外,34557元/平,2012-2014年,1112户,32栋,https://m.lianjia.com/sh/xiaoqu/5011000002786/
长宁,浦江馨都,浦江-外环外,34205元/平,2013年,1986户,52栋,https://m.lianjia.com/sh/xiaoqu/5011000003476/
长宁,星河世纪城,真如-内环至中环,63856元/平,2005-2009年,3701户,99栋,https://m.lianjia.com/sh/xiaoqu/5011000015992/
长宁,嘉园,曹家渡-内环内,89755元/平,1998-2001年,758户,5栋,https://m.lianjia.com/sh/xiaoqu/5011000018221/
长宁,天山怡景苑,天山-内环至中环,89612元/平,2009年,1564户,36栋,https://m.lianjia.com/sh/xiaoqu/5011000013746/
长宁,金桥爱建园,碧云-内环至中环,81954元/平,2003-2004年,1220户,40栋,https://m.lianjia.com/sh/xiaoqu/5011000015037/
长宁,文怡花园,西渡-外环外,24198元/平,1997-2004年,1504户,121栋,https://m.lianjia.com/sh/xiaoqu/5011000009080/
长宁,丰庄十四街坊,丰庄-中环至外环,42086元/平,1994-2001年,3265户,264栋,https://m.lianjia.com/sh/xiaoqu/5011000002149/
长宁,金地褐石苑,泗泾-,41327元/平,2016年,2368户,71栋,https://m.lianjia.com/sh/xiaoqu/5020038950910368/
长宁,丰庄二村,丰庄-中环至外环,41653元/平,1995-1999年,1109户,81栋,https://m.lianjia.com/sh/xiaoqu/5011000014713/
长宁,金杨七街坊,金杨-内环至中环,50643元/平,1995-1996年,3136户,170栋,https://m.lianjia.com/sh/xiaoqu/5011000014777/
长宁,江桥二村,江桥-外环外,37245元/平,1993-2000年,4222户,266栋,https://m.lianjia.com/sh/xiaoqu/5011000018319/
松江,中远两湾城,中远两湾城-内环内,71377元/平,2000-2006年,11919户,97栋,https://m.lianjia.com/sh/xiaoqu/5011000014141/
松江,慧芝湖花园,大宁-内环至中环,87422元/平,2007-2012年,3491户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000016384/
松江,奥林匹克花园,九亭-外环外,41167元/平,1999-2010年,5389户,339栋,https://m.lianjia.com/sh/xiaoqu/5011000015174/
松江,新城金郡,嘉定新城-外环外,29940元/平,2010-2016年,4997户,122栋,https://m.lianjia.com/sh/xiaoqu/5011000009660/
松江,世茂滨江花园,陆家嘴-内环内,91929元/平,2002-2009年,3803户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000017872/
松江,尚海湾豪庭,徐汇滨江-内环至中环,114937元/平,2008-2016年,2344户,32栋,https://m.lianjia.com/sh/xiaoqu/5011063203505/
松江,阳光威尼斯(三期),真光-中环至外环,46217元/平,2006年,2809户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000017107/
松江,东方城市花园(二期),南码头-内环至中环,70795元/平,2005-2009年,3662户,87栋,https://m.lianjia.com/sh/xiaoqu/5011000017671/
松江,崧泽华城佳福雅苑（六区）,赵巷-外环外,28362元/平,2014年,1172户,17栋,https://m.lianjia.com/sh/xiaoqu/5011000001561/
松江,环球翡翠湾花园(公寓),三林-中环至外环,58799元/平,2006年,1219户,39栋,https://m.lianjia.com/sh/xiaoqu/5011000015945/
松江,锦绣华都,御桥-中环至外环,51862元/平,2010年,1581户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000014035/
松江,上海康城,莘庄-外环外,35377元/平,2001-2009年,12245户,288栋,https://m.lianjia.com/sh/xiaoqu/5011102207057/
松江,绿川新苑,北蔡-内环至中环,47521元/平,1991-2005年,2952户,263栋,https://m.lianjia.com/sh/xiaoqu/5011000014388/
松江,潍坊九村,潍坊-内环内,98101元/平,1982-1996年,2416户,110栋,https://m.lianjia.com/sh/xiaoqu/5011000015069/
松江,中凯城市之光(静安),南京西路-内环内,120654元/平,1999-2005年,1787户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000018140/
松江,万科假日风景(公寓),莘庄-外环外,62611元/平,2002-2006年,4315户,273栋,https://m.lianjia.com/sh/xiaoqu/5011000017605/
松江,鞍山六村,鞍山-内环内,64818元/平,1953-2010年,2649户,93栋,https://m.lianjia.com/sh/xiaoqu/5011000013450/
松江,城中花园,康桥-外环外,39545元/平,2005-2012年,2960户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000012222/
松江,文华苑(宝山),大华-内环至中环,49571元/平,1997-2000年,4248户,276栋,https://m.lianjia.com/sh/xiaoqu/5011000015365/
松江,澜茵华庭,江桥-外环外,44270元/平,2005年,1911户,140栋,https://m.lianjia.com/sh/xiaoqu/5011000009869/
松江,潍坊十村,潍坊-内环内,100175元/平,1983-1995年,2402户,109栋,https://m.lianjia.com/sh/xiaoqu/5011000013930/
松江,九城湖滨国际,九亭-外环外,46718元/平,2007-2009年,3284户,85栋,https://m.lianjia.com/sh/xiaoqu/5011000014093/
松江,万科城市花园,七宝-外环外,50752元/平,1994-1998年,4821户,303栋,https://m.lianjia.com/sh/xiaoqu/5011000018313/
松江,竹园新村(浦东),源深-内环内,79222元/平,1987-1998年,3725户,186栋,https://m.lianjia.com/sh/xiaoqu/5011000015678/
松江,同鸣路157号,鲁迅公园-内环内,66173元/平,1998年,30户,1栋,https://m.lianjia.com/sh/xiaoqu/509099290096520/
松江,万科琥珀郡园,罗店-外环外,40658元/平,2010-2012年,1087户,162栋,https://m.lianjia.com/sh/xiaoqu/5011000014874/
松江,绿洲康城亲水湾(中央区),御桥-中环至外环,51374元/平,2007-2018年,4415户,67栋,https://m.lianjia.com/sh/xiaoqu/5011000013546/
松江,银河新都,春申-外环外,46381元/平,2006-2010年,2586户,71栋,https://m.lianjia.com/sh/xiaoqu/5011000014004/
松江,鞍山四村第一小区,鞍山-内环内,67616元/平,1953-2008年,2698户,88栋,https://m.lianjia.com/sh/xiaoqu/5011000013940/
松江,新凯二期,泗泾-外环外,33905元/平,2009-2015年,4207户,236栋,https://m.lianjia.com/sh/xiaoqu/5011102207146/
松江,浦江宝邸,浦江-外环外,30242元/平,2014年,3844户,60栋,https://m.lianjia.com/sh/xiaoqu/5011000009006/
松江,聚丰景都,上大-中环至外环,42348元/平,2008-2010年,2797户,165栋,https://m.lianjia.com/sh/xiaoqu/5011000015995/
松江,凯德嘉博名邸,世博-内环至中环,78758元/平,2012-2013年,553户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000009845/
松江,保利西子湾,松江大学城-外环外,42270元/平,2008-2010年,3652户,82栋,https://m.lianjia.com/sh/xiaoqu/5011000012581/
松江,爱家豪庭,临平路-内环内,86705元/平,2007年,666户,6栋,https://m.lianjia.com/sh/xiaoqu/5011000013404/
松江,华悦家园,漕河泾-内环至中环,75459元/平,2014-2016年,3139户,29栋,https://m.lianjia.com/sh/xiaoqu/5011000002238/
松江,西凌新邨,蓬莱公园-内环内,76657元/平,1973-1995年,5201户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000008385/
松江,路易凯旋宫,中山公园-内环内,88103元/平,2003-2004年,725户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000018001/
松江,丽都成品,金桥-中环至外环,58464元/平,2005年,1121户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000012310/
松江,嘉利明珠城,闸北公园-内环至中环,76573元/平,2005年,2657户,26栋,https://m.lianjia.com/sh/xiaoqu/5011000017087/
松江,馨宁公寓,华泾-中环至外环,56831元/平,2011年,4562户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000005330/
松江,佳泰花园,黄兴公园-内环至中环,67211元/平,2000-2001年,994户,79栋,https://m.lianjia.com/sh/xiaoqu/5011000013012/
松江,中房公寓,江桥-外环外,40943元/平,2005-2007年,2274户,91栋,https://m.lianjia.com/sh/xiaoqu/5011000013628/
松江,夏朵园,老闵行-外环外,32535元/平,2006-2008年,3335户,174栋,https://m.lianjia.com/sh/xiaoqu/5011000017935/
松江,水岸金桥苑,江桥-外环外,41369元/平,2008年,3132户,83栋,https://m.lianjia.com/sh/xiaoqu/5011000012632/
松江,明日星城(一期),董家渡-内环内,89565元/平,2000-2011年,1369户,19栋,https://m.lianjia.com/sh/xiaoqu/5011000016976/
松江,春申府邸,莘庄-外环外,48374元/平,2007年,779户,41栋,https://m.lianjia.com/sh/xiaoqu/5011000012320/
松江,桃浦七村雪松苑,桃浦-外环外,37370元/平,1995年,4364户,188栋,https://m.lianjia.com/sh/xiaoqu/5011000017242/
松江,万科金色领域,菊园新区-外环外,34557元/平,2012-2014年,1112户,32栋,https://m.lianjia.com/sh/xiaoqu/5011000002786/
松江,浦江馨都,浦江-外环外,34205元/平,2013年,1986户,52栋,https://m.lianjia.com/sh/xiaoqu/5011000003476/
松江,星河世纪城,真如-内环至中环,63856元/平,2005-2009年,3701户,99栋,https://m.lianjia.com/sh/xiaoqu/5011000015992/
松江,嘉园,曹家渡-内环内,89755元/平,1998-2001年,758户,5栋,https://m.lianjia.com/sh/xiaoqu/5011000018221/
松江,天山怡景苑,天山-内环至中环,89612元/平,2009年,1564户,36栋,https://m.lianjia.com/sh/xiaoqu/5011000013746/
松江,金桥爱建园,碧云-内环至中环,81954元/平,2003-2004年,1220户,40栋,https://m.lianjia.com/sh/xiaoqu/5011000015037/
松江,文怡花园,西渡-外环外,24198元/平,1997-2004年,1504户,121栋,https://m.lianjia.com/sh/xiaoqu/5011000009080/
松江,丰庄十四街坊,丰庄-中环至外环,42086元/平,1994-2001年,3265户,264栋,https://m.lianjia.com/sh/xiaoqu/5011000002149/
松江,金地褐石苑,泗泾-,41327元/平,2016年,2368户,71栋,https://m.lianjia.com/sh/xiaoqu/5020038950910368/
松江,丰庄二村,丰庄-中环至外环,41653元/平,1995-1999年,1109户,81栋,https://m.lianjia.com/sh/xiaoqu/5011000014713/
松江,金杨七街坊,金杨-内环至中环,50643元/平,1995-1996年,3136户,170栋,https://m.lianjia.com/sh/xiaoqu/5011000014777/
松江,江桥二村,江桥-外环外,37245元/平,1993-2000年,4222户,266栋,https://m.lianjia.com/sh/xiaoqu/5011000018319/
嘉定,中远两湾城,中远两湾城-内环内,71377元/平,2000-2006年,11919户,97栋,https://m.lianjia.com/sh/xiaoqu/5011000014141/
嘉定,慧芝湖花园,大宁-内环至中环,87422元/平,2007-2012年,3491户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000016384/
嘉定,奥林匹克花园,九亭-外环外,41167元/平,1999-2010年,5389户,339栋,https://m.lianjia.com/sh/xiaoqu/5011000015174/
嘉定,新城金郡,嘉定新城-外环外,29940元/平,2010-2016年,4997户,122栋,https://m.lianjia.com/sh/xiaoqu/5011000009660/
嘉定,世茂滨江花园,陆家嘴-内环内,91929元/平,2002-2009年,3803户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000017872/
嘉定,尚海湾豪庭,徐汇滨江-内环至中环,114937元/平,2008-2016年,2344户,32栋,https://m.lianjia.com/sh/xiaoqu/5011063203505/
嘉定,阳光威尼斯(三期),真光-中环至外环,46217元/平,2006年,2809户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000017107/
嘉定,东方城市花园(二期),南码头-内环至中环,70795元/平,2005-2009年,3662户,87栋,https://m.lianjia.com/sh/xiaoqu/5011000017671/
嘉定,崧泽华城佳福雅苑（六区）,赵巷-外环外,28362元/平,2014年,1172户,17栋,https://m.lianjia.com/sh/xiaoqu/5011000001561/
嘉定,环球翡翠湾花园(公寓),三林-中环至外环,58799元/平,2006年,1219户,39栋,https://m.lianjia.com/sh/xiaoqu/5011000015945/
嘉定,锦绣华都,御桥-中环至外环,51862元/平,2010年,1581户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000014035/
嘉定,上海康城,莘庄-外环外,35377元/平,2001-2009年,12245户,288栋,https://m.lianjia.com/sh/xiaoqu/5011102207057/
嘉定,绿川新苑,北蔡-内环至中环,47521元/平,1991-2005年,2952户,263栋,https://m.lianjia.com/sh/xiaoqu/5011000014388/
嘉定,潍坊九村,潍坊-内环内,98101元/平,1982-1996年,2416户,110栋,https://m.lianjia.com/sh/xiaoqu/5011000015069/
嘉定,中凯城市之光(静安),南京西路-内环内,120654元/平,1999-2005年,1787户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000018140/
嘉定,万科假日风景(公寓),莘庄-外环外,62611元/平,2002-2006年,4315户,273栋,https://m.lianjia.com/sh/xiaoqu/5011000017605/
嘉定,鞍山六村,鞍山-内环内,64818元/平,1953-2010年,2649户,93栋,https://m.lianjia.com/sh/xiaoqu/5011000013450/
嘉定,城中花园,康桥-外环外,39545元/平,2005-2012年,2960户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000012222/
嘉定,文华苑(宝山),大华-内环至中环,49571元/平,1997-2000年,4248户,276栋,https://m.lianjia.com/sh/xiaoqu/5011000015365/
嘉定,澜茵华庭,江桥-外环外,44270元/平,2005年,1911户,140栋,https://m.lianjia.com/sh/xiaoqu/5011000009869/
嘉定,潍坊十村,潍坊-内环内,100175元/平,1983-1995年,2402户,109栋,https://m.lianjia.com/sh/xiaoqu/5011000013930/
嘉定,九城湖滨国际,九亭-外环外,46718元/平,2007-2009年,3284户,85栋,https://m.lianjia.com/sh/xiaoqu/5011000014093/
嘉定,万科城市花园,七宝-外环外,50752元/平,1994-1998年,4821户,303栋,https://m.lianjia.com/sh/xiaoqu/5011000018313/
嘉定,竹园新村(浦东),源深-内环内,79222元/平,1987-1998年,3725户,186栋,https://m.lianjia.com/sh/xiaoqu/5011000015678/
嘉定,同鸣路157号,鲁迅公园-内环内,66173元/平,1998年,30户,1栋,https://m.lianjia.com/sh/xiaoqu/509099290096520/
嘉定,万科琥珀郡园,罗店-外环外,40658元/平,2010-2012年,1087户,162栋,https://m.lianjia.com/sh/xiaoqu/5011000014874/
嘉定,绿洲康城亲水湾(中央区),御桥-中环至外环,51374元/平,2007-2018年,4415户,67栋,https://m.lianjia.com/sh/xiaoqu/5011000013546/
嘉定,银河新都,春申-外环外,46381元/平,2006-2010年,2586户,71栋,https://m.lianjia.com/sh/xiaoqu/5011000014004/
嘉定,鞍山四村第一小区,鞍山-内环内,67616元/平,1953-2008年,2698户,88栋,https://m.lianjia.com/sh/xiaoqu/5011000013940/
嘉定,新凯二期,泗泾-外环外,33905元/平,2009-2015年,4207户,236栋,https://m.lianjia.com/sh/xiaoqu/5011102207146/
嘉定,浦江宝邸,浦江-外环外,30242元/平,2014年,3844户,60栋,https://m.lianjia.com/sh/xiaoqu/5011000009006/
嘉定,聚丰景都,上大-中环至外环,42348元/平,2008-2010年,2797户,165栋,https://m.lianjia.com/sh/xiaoqu/5011000015995/
嘉定,凯德嘉博名邸,世博-内环至中环,78758元/平,2012-2013年,553户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000009845/
嘉定,保利西子湾,松江大学城-外环外,42270元/平,2008-2010年,3652户,82栋,https://m.lianjia.com/sh/xiaoqu/5011000012581/
嘉定,爱家豪庭,临平路-内环内,86705元/平,2007年,666户,6栋,https://m.lianjia.com/sh/xiaoqu/5011000013404/
嘉定,华悦家园,漕河泾-内环至中环,75459元/平,2014-2016年,3139户,29栋,https://m.lianjia.com/sh/xiaoqu/5011000002238/
嘉定,西凌新邨,蓬莱公园-内环内,76657元/平,1973-1995年,5201户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000008385/
嘉定,路易凯旋宫,中山公园-内环内,88103元/平,2003-2004年,725户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000018001/
嘉定,丽都成品,金桥-中环至外环,58464元/平,2005年,1121户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000012310/
嘉定,嘉利明珠城,闸北公园-内环至中环,76573元/平,2005年,2657户,26栋,https://m.lianjia.com/sh/xiaoqu/5011000017087/
嘉定,馨宁公寓,华泾-中环至外环,56831元/平,2011年,4562户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000005330/
嘉定,佳泰花园,黄兴公园-内环至中环,67211元/平,2000-2001年,994户,79栋,https://m.lianjia.com/sh/xiaoqu/5011000013012/
嘉定,中房公寓,江桥-外环外,40943元/平,2005-2007年,2274户,91栋,https://m.lianjia.com/sh/xiaoqu/5011000013628/
嘉定,夏朵园,老闵行-外环外,32535元/平,2006-2008年,3335户,174栋,https://m.lianjia.com/sh/xiaoqu/5011000017935/
嘉定,水岸金桥苑,江桥-外环外,41369元/平,2008年,3132户,83栋,https://m.lianjia.com/sh/xiaoqu/5011000012632/
嘉定,明日星城(一期),董家渡-内环内,89565元/平,2000-2011年,1369户,19栋,https://m.lianjia.com/sh/xiaoqu/5011000016976/
嘉定,春申府邸,莘庄-外环外,48374元/平,2007年,779户,41栋,https://m.lianjia.com/sh/xiaoqu/5011000012320/
嘉定,桃浦七村雪松苑,桃浦-外环外,37370元/平,1995年,4364户,188栋,https://m.lianjia.com/sh/xiaoqu/5011000017242/
嘉定,万科金色领域,菊园新区-外环外,34557元/平,2012-2014年,1112户,32栋,https://m.lianjia.com/sh/xiaoqu/5011000002786/
嘉定,浦江馨都,浦江-外环外,34205元/平,2013年,1986户,52栋,https://m.lianjia.com/sh/xiaoqu/5011000003476/
嘉定,星河世纪城,真如-内环至中环,63856元/平,2005-2009年,3701户,99栋,https://m.lianjia.com/sh/xiaoqu/5011000015992/
嘉定,嘉园,曹家渡-内环内,89755元/平,1998-2001年,758户,5栋,https://m.lianjia.com/sh/xiaoqu/5011000018221/
嘉定,天山怡景苑,天山-内环至中环,89612元/平,2009年,1564户,36栋,https://m.lianjia.com/sh/xiaoqu/5011000013746/
嘉定,金桥爱建园,碧云-内环至中环,81954元/平,2003-2004年,1220户,40栋,https://m.lianjia.com/sh/xiaoqu/5011000015037/
嘉定,文怡花园,西渡-外环外,24198元/平,1997-2004年,1504户,121栋,https://m.lianjia.com/sh/xiaoqu/5011000009080/
嘉定,丰庄十四街坊,丰庄-中环至外环,42086元/平,1994-2001年,3265户,264栋,https://m.lianjia.com/sh/xiaoqu/5011000002149/
嘉定,金地褐石苑,泗泾-,41327元/平,2016年,2368户,71栋,https://m.lianjia.com/sh/xiaoqu/5020038950910368/
嘉定,丰庄二村,丰庄-中环至外环,41653元/平,1995-1999年,1109户,81栋,https://m.lianjia.com/sh/xiaoqu/5011000014713/
嘉定,金杨七街坊,金杨-内环至中环,50643元/平,1995-1996年,3136户,170栋,https://m.lianjia.com/sh/xiaoqu/5011000014777/
嘉定,江桥二村,江桥-外环外,37245元/平,1993-2000年,4222户,266栋,https://m.lianjia.com/sh/xiaoqu/5011000018319/
黄浦,中远两湾城,中远两湾城-内环内,71377元/平,2000-2006年,11919户,97栋,https://m.lianjia.com/sh/xiaoqu/5011000014141/
黄浦,慧芝湖花园,大宁-内环至中环,87422元/平,2007-2012年,3491户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000016384/
黄浦,奥林匹克花园,九亭-外环外,41167元/平,1999-2010年,5389户,339栋,https://m.lianjia.com/sh/xiaoqu/5011000015174/
黄浦,新城金郡,嘉定新城-外环外,29940元/平,2010-2016年,4997户,122栋,https://m.lianjia.com/sh/xiaoqu/5011000009660/
黄浦,世茂滨江花园,陆家嘴-内环内,91929元/平,2002-2009年,3803户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000017872/
黄浦,尚海湾豪庭,徐汇滨江-内环至中环,114937元/平,2008-2016年,2344户,32栋,https://m.lianjia.com/sh/xiaoqu/5011063203505/
黄浦,阳光威尼斯(三期),真光-中环至外环,46217元/平,2006年,2809户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000017107/
黄浦,东方城市花园(二期),南码头-内环至中环,70795元/平,2005-2009年,3662户,87栋,https://m.lianjia.com/sh/xiaoqu/5011000017671/
黄浦,崧泽华城佳福雅苑（六区）,赵巷-外环外,28362元/平,2014年,1172户,17栋,https://m.lianjia.com/sh/xiaoqu/5011000001561/
黄浦,环球翡翠湾花园(公寓),三林-中环至外环,58799元/平,2006年,1219户,39栋,https://m.lianjia.com/sh/xiaoqu/5011000015945/
黄浦,锦绣华都,御桥-中环至外环,51862元/平,2010年,1581户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000014035/
黄浦,上海康城,莘庄-外环外,35377元/平,2001-2009年,12245户,288栋,https://m.lianjia.com/sh/xiaoqu/5011102207057/
黄浦,绿川新苑,北蔡-内环至中环,47521元/平,1991-2005年,2952户,263栋,https://m.lianjia.com/sh/xiaoqu/5011000014388/
黄浦,潍坊九村,潍坊-内环内,98101元/平,1982-1996年,2416户,110栋,https://m.lianjia.com/sh/xiaoqu/5011000015069/
黄浦,中凯城市之光(静安),南京西路-内环内,120654元/平,1999-2005年,1787户,25栋,https://m.lianjia.com/sh/xiaoqu/5011000018140/
黄浦,万科假日风景(公寓),莘庄-外环外,62611元/平,2002-2006年,4315户,273栋,https://m.lianjia.com/sh/xiaoqu/5011000017605/
黄浦,鞍山六村,鞍山-内环内,64818元/平,1953-2010年,2649户,93栋,https://m.lianjia.com/sh/xiaoqu/5011000013450/
黄浦,城中花园,康桥-外环外,39545元/平,2005-2012年,2960户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000012222/
黄浦,文华苑(宝山),大华-内环至中环,49571元/平,1997-2000年,4248户,276栋,https://m.lianjia.com/sh/xiaoqu/5011000015365/
黄浦,澜茵华庭,江桥-外环外,44270元/平,2005年,1911户,140栋,https://m.lianjia.com/sh/xiaoqu/5011000009869/
黄浦,潍坊十村,潍坊-内环内,100175元/平,1983-1995年,2402户,109栋,https://m.lianjia.com/sh/xiaoqu/5011000013930/
黄浦,九城湖滨国际,九亭-外环外,46718元/平,2007-2009年,3284户,85栋,https://m.lianjia.com/sh/xiaoqu/5011000014093/
黄浦,万科城市花园,七宝-外环外,50752元/平,1994-1998年,4821户,303栋,https://m.lianjia.com/sh/xiaoqu/5011000018313/
黄浦,竹园新村(浦东),源深-内环内,79222元/平,1987-1998年,3725户,186栋,https://m.lianjia.com/sh/xiaoqu/5011000015678/
黄浦,同鸣路157号,鲁迅公园-内环内,66173元/平,1998年,30户,1栋,https://m.lianjia.com/sh/xiaoqu/509099290096520/
黄浦,万科琥珀郡园,罗店-外环外,40658元/平,2010-2012年,1087户,162栋,https://m.lianjia.com/sh/xiaoqu/5011000014874/
黄浦,绿洲康城亲水湾(中央区),御桥-中环至外环,51374元/平,2007-2018年,4415户,67栋,https://m.lianjia.com/sh/xiaoqu/5011000013546/
黄浦,银河新都,春申-外环外,46381元/平,2006-2010年,2586户,71栋,https://m.lianjia.com/sh/xiaoqu/5011000014004/
黄浦,鞍山四村第一小区,鞍山-内环内,67616元/平,1953-2008年,2698户,88栋,https://m.lianjia.com/sh/xiaoqu/5011000013940/
黄浦,新凯二期,泗泾-外环外,33905元/平,2009-2015年,4207户,236栋,https://m.lianjia.com/sh/xiaoqu/5011102207146/
黄浦,浦江宝邸,浦江-外环外,30242元/平,2014年,3844户,60栋,https://m.lianjia.com/sh/xiaoqu/5011000009006/
黄浦,聚丰景都,上大-中环至外环,42348元/平,2008-2010年,2797户,165栋,https://m.lianjia.com/sh/xiaoqu/5011000015995/
黄浦,凯德嘉博名邸,世博-内环至中环,78758元/平,2012-2013年,553户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000009845/
黄浦,保利西子湾,松江大学城-外环外,42270元/平,2008-2010年,3652户,82栋,https://m.lianjia.com/sh/xiaoqu/5011000012581/
黄浦,爱家豪庭,临平路-内环内,86705元/平,2007年,666户,6栋,https://m.lianjia.com/sh/xiaoqu/5011000013404/
黄浦,华悦家园,漕河泾-内环至中环,75459元/平,2014-2016年,3139户,29栋,https://m.lianjia.com/sh/xiaoqu/5011000002238/
黄浦,西凌新邨,蓬莱公园-内环内,76657元/平,1973-1995年,5201户,103栋,https://m.lianjia.com/sh/xiaoqu/5011000008385/
黄浦,路易凯旋宫,中山公园-内环内,88103元/平,2003-2004年,725户,10栋,https://m.lianjia.com/sh/xiaoqu/5011000018001/
黄浦,丽都成品,金桥-中环至外环,58464元/平,2005年,1121户,31栋,https://m.lianjia.com/sh/xiaoqu/5011000012310/
黄浦,嘉利明珠城,闸北公园-内环至中环,76573元/平,2005年,2657户,26栋,https://m.lianjia.com/sh/xiaoqu/5011000017087/
黄浦,馨宁公寓,华泾-中环至外环,56831元/平,2011年,4562户,37栋,https://m.lianjia.com/sh/xiaoqu/5011000005330/
黄浦,佳泰花园,黄兴公园-内环至中环,67211元/平,2000-2001年,994户,79栋,https://m.lianjia.com/sh/xiaoqu/5011000013012/
黄浦,中房公寓,江桥-外环外,40943元/平,2005-2007年,2274户,91栋,https://m.lianjia.com/sh/xiaoqu/5011000013628/
黄浦,夏朵园,老闵行-外环外,32535元/平,2006-2008年,3335户,174栋,https://m.lianjia.com/sh/xiaoqu/5011000017935/
黄浦,水岸金桥苑,江桥-外环外,41369元/平,2008年,3132户,83栋,https://m.lianjia.com/sh/xiaoqu/5011000012632/
黄浦,明日星城(一期),董家渡-内环内,89565元/平,2000-2011年,1369户,19栋,https://m.lianjia.com/sh/xiaoqu/5011000016976/
黄浦,春申府邸,莘庄-外环外,48374元/平,2007年,779户,41栋,https://m.lianjia.com/sh/xiaoqu/5011000012320/
黄浦,桃浦七村雪松苑,桃浦-外环外,37370元/平,1995年,4364户,188栋,https://m.lianjia.com/sh/xiaoqu/5011000017242/
黄浦,万科金色领域,菊园新区-外环外,34557元/平,2012-2014年,1112户,32栋,https://m.lianjia.com/sh/xiaoqu/5011000002786/
黄浦,浦江馨都,浦江-外环外,34205元/平,2013年,1986户,52栋,https://m.lianjia.com/sh/xiaoqu/5011000003476/
黄浦,星河世纪城,真如-内环至中环,63856元/平,2005-2009年,3701户,99栋,https://m.lianjia.com/sh/xiaoqu/5011000015992/
黄浦,嘉园,曹家渡-内环内,89755元/平,1998-2001年,758户,5栋,https://m.lianjia.com/sh/xiaoqu/5011000018221/
黄浦,天山怡景苑,天山-内环至中环,89612元/平,2009年,1564户,36栋,https://m.lianjia.com/sh/xiaoqu/5011000013746/
黄浦,金桥爱建园,碧云-内环至中环,81954元/平,2003-2004年,1220户,40栋,https://m.lianjia.com/sh/xiaoqu/5011000015037/
黄浦,文怡花园,西渡-外环外,24198元/平,1997-2004年,1504户,121栋,https://m.lianjia.com/sh/xiaoqu/5011000009080/
黄浦,丰庄十四街坊,丰庄-中环至外环,42086元/平,1994-2001年,3265户,264栋,https://m.lianjia.com/sh/xiaoqu/5011000002149/
